Unnamed: 0,Company,Country,City,BRAND NAME,Category,Mall Name,Location Code Oracle,Store Name,Gross Sale,Markdown,Net Sales,Stock Shrinkage,Cost of Sales,Royalty Expenses,Royalty,Minimum Royalty Commitment,Gross Profit ,Rental Expenses,Basic Rent,Service Charges,Supplemental Rent (If Any),Rent Rebate/Relief,IFRS 16 impact,Personnel Expenses,Salary - Staff,Staff Welfare & Uniform,Overtime Wages,Staff Leave Salary/Bonus Payable,Staff Leave Passage Payable,Gratuity & Terminal Benefits,Medical Expenses,Visa Expenses,Recruitment & Training Expenses,Temporary Staff Salary,Provision for Salary Increments,HRDF Support from Govt.,GOSI (Monthly Fees to Gov.),Staff Insurance (Medical Insu),Vehicle Allowance To Staff,Sales Incentive,Commission & Incentives,Selling & Marketing Expenses,Advertisement,Sales Promotion Expenses,Gift Voucher Redeemed,Shopping Bags & Packing Material,Club Apparel Points Issued,KSA Digital marketing,Other Administrative Expenses,Credit Card Expenses,Water & Electricity Charges,Postage & courier,Communication Expenses,Repairs & Maintenance,Cleaning & Security Charges,Trade Licence & Sponsor Fees,Licence Fees & Taxes-Others,Sponsorship Fee,Insurance,Travelling Expenses,Conveyance,Vehicle Expenses,Salik Card Expenses,Fuel Charges-Vehicle,Audit Fees,Legal Expenses & Other Professional Chrgs.,Gifts & Donations,Printing & Stationery -General,Miscellaneous Expenses,Membership & Subscription,Entertainment Expenses,Miscellaneous items purchased,Transportation Charges,Realised Exchange Losses/Gain,Fine Charges,Parking Charges,Refreshment & Housekeeping,Online Delivery Charges,Withholding Tax,Supply Chain & Distribution Expenses,Supply Chain & Distribution Region Expenses,Supply Chain & Distribution Expenses from UAE,Supply Chain Income from UAE,Store Level Expenses,Store EBITDA,Depreciation,Depreciation.1,Amortisation,Key Money Amortisation,Amortisation of Franchisee Fee,Store Opening Fee,Loss on Demolition of Assets,Loss on Demolition of Assets.1,Store EBIT,Division Expenses,Regional Expenses,UAE corporate Expenses Allocation,India Office Cost,Others if any,Operating Profit,Supporting Center Expenses,Regional Expenses SC,UAE corporate Expenses Allocation SC,India Office SC Cost,Finance Charges,Bank Charges,Finance Cost,Other Income,Income On Overseas Sales,Miscellaneous Income,Price/Trade  Discount / BBZ Loss,Capex  Income,6th Street Margin,Third Party Income (3P Outright / Market Place etc),Provision for Slow moving Inventories,Provision for Slow moving Inventories.1,Net Profit (Before Tax),TAX,Net Profit (After Tax),Bonus  / Incentive,Net Profit (After Bonus)
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,WINGSTOP,Food & Beverages,TALABLAT CLOUD KITCHEN,4101527284.0,WSP TALABAT CLOUD KITCHEN-JAHRA,1172003.265817942,75.31081794195248,1171927.955,3018.2153485,327915.12040346395,58596.397750000004,58596.397750000004,0.0,782398.2214980361,76472.0,42350.0,0.0,29040.0,0.0,5082.0,137425.74386712332,103809.31220000001,0.0,4347.644867123287,9684.9731,2570.282,5571.7717,0.0,5021.5,0.0,0.0,0.0,0.0,0.0,6050.0,370.26,0.0,0.0,17811.707662690256,17811.707662690256,0.0,0.0,0.0,0.0,,282101.9712701666,14063.13546,2117.5,212697.203125,1849.364,132.49499999999998,9656.647,0.0,0.0,0.0,1891.3346851666665,0.0,0.0,0.0,0.0,0.0,3025.0,0.0,0.0,0.0,0.0,0.0,369.292,0.0,36300.0,0.0,0.0,0.0,0.0,0.0,0.0,30151.55851414239,30151.55851414239,0.0,0.0,543962.9813141227,238435.24018391338,27564.301733227006,27564.301733227006,21449.999999999996,0.0,21449.999999999996,0.0,0.0,0.0,189420.93845068637,43922.57577603297,18248.041884083897,25674.53389194908,0.0,0.0,145498.3626746534,26060.130152578367,20508.7392125,4196.190940078365,1355.2,21839.061708526493,2117.5,19721.561708526493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97599.17081354855,0.0,97599.17081354855,9759.917081354863,87839.2537321937
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,WINGSTOP,Food & Beverages,SEA VIEW MALL,4101517194.0,WSP SEAVIEW MALL-KUWAIT,2117707.050867834,92.34286783415662,2117614.708,5400.0273008,544191.4228747041,105880.7354,105880.7354,0.0,1462142.5224244958,190272.5,151250.0,0.0,19360.0,0.0,19662.5,265078.89941826486,205509.667,0.0,10067.898484931504,22026.96503333333,5823.972000000001,10973.1149,0.0,4416.5,0.0,0.0,0.0,0.0,0.0,6050.0,210.782,5284.00345,5284.00345,30395.68704200316,30342.74954200316,52.9375,0.0,0.0,0.0,,383790.50328116666,25411.376496,8772.5,294110.8401,0.0,11395.175,17235.966,0.0,0.0,0.0,1891.3346851666665,0.0,48.4,0.0,0.0,0.0,3025.0,0.0,0.0,0.0,1416.5469999999998,0.0,682.9240000000001,1650.44,18150.0,0.0,0.0,0.0,0.0,0.0,0.0,54696.37842591619,54696.37842591619,0.0,0.0,929517.9716173508,532624.550807145,113703.47892558707,113703.47892558707,21449.999999999996,0.0,21449.999999999996,0.0,0.0,0.0,397471.0718815579,80021.64464378027,33346.511673308916,46675.13297047135,0.0,0.0,317449.4272377776,45940.51194453558,37058.257390000006,7527.054554535574,1355.2,37685.12667962271,2117.5,35567.62667962271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233823.7886136193,0.0,233823.7886136193,23382.378861361958,210441.40975225734
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,WINGSTOP,Food & Beverages,LIWAN MALL,4101457195.0,WSP LIWAN MALL,2703724.0626857616,96.79568576182552,2703627.267,6446.013228599999,665799.9282499313,135181.36335,135181.36335,0.0,1896199.9621714687,382939.7916666666,339682.2916666666,0.0,0.0,0.0,43257.5,361800.54987397254,300286.74059999996,0.0,14034.6918739726,25283.9301,6658.992999999999,15100.594299999999,0.0,0.0,0.0,435.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40780.51221830947,40727.57471830947,52.9375,0.0,0.0,0.0,,443888.2687891667,32443.527204,5142.5,350195.28390000004,0.0,14173.335,16443.174,0.0,0.0,0.0,1891.3346851666665,0.0,205.7,0.0,0.0,0.0,3025.0,0.0,0.0,0.0,212.23399999999998,0.0,658.2399999999999,1045.44,18452.5,0.0,0.0,0.0,0.0,0.0,0.0,70040.25355419255,70040.25355419255,0.0,0.0,1299449.3761023078,596750.5860691608,116374.54581410154,116374.54581410154,21449.999999999996,0.0,21449.999999999996,0.0,0.0,0.0,458926.0402550593,104876.97792804896,44734.280610093905,60142.69731795505,0.0,0.0,354049.0623270103,58400.06133272285,47313.4771725,9731.384160222846,1355.2,47090.49309779088,2117.5,44972.99309779088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248558.50789649662,0.0,248558.50789649662,24855.85078964961,223702.657106847
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,NANDOS,Food & Beverages,AL KOUT MALL,4101056360.0,NAN ALKOUT MALL,314173.7593644391,89.66706443914077,314084.09229999996,617.8118726450001,105733.33820268206,18845.045538000002,18845.045538000002,0.0,188887.8966866729,390791.5458975,341326.63125,22626.0849375,0.0,0.0,26838.82971,133077.2649840183,104266.8737,0.0,7485.601350684931,9211.116933333333,1851.1789999999996,5482.994,0.0,1149.5,0.0,0.0,0.0,0.0,0.0,3630.0,0.0,0.0,0.0,33609.22314884479,27966.59394568396,2898.41815506881,0.0,0.0,2744.2110480920196,,80987.21601348888,3769.009107600001,2849.55,10075.0501775,1957.2959999999998,54540.145,4777.0195,0.0,0.0,0.0,1033.778228388889,0.0,151.25,0.0,0.0,0.0,1270.5,0.0,0.0,0.0,24.079,0.0,198.319,171.82,0.0,0.0,169.4,0.0,0.0,0.0,0.0,10789.057649780185,10789.057649780185,0.0,0.0,649254.3076936321,-460366.41100695916,110917.50326517275,110917.50326517275,10622.2875,0.0,10622.2875,0.0,1543899.5,1543899.5,-2125805.701772132,8046.9864299733945,2492.690515220456,5445.3959147529395,0.0,108.89999999999999,-2133852.6882021055,7685.4548773834185,5496.471615250001,1438.7832621334176,750.1999999999999,18296.575524933232,1270.5,17026.075524933232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2159834.718604422,0.0,-2159834.718604422,-215983.4718604422,-1943851.2467439799
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,NANDOS,Food & Beverages,MARINA MALL- KUWAIT,4101136548.0,NAN MARINA MALL-KUWAIT,1270055.7569554215,70.47885542168672,1269985.2780999998,3246.8576551399997,385264.82530344155,76199.116686,76199.116686,0.0,805274.478455418,398094.83999999997,330330.0,28314.000000000004,0.0,0.0,39450.84,333203.4106613014,261326.3499,0.0,13302.996586301366,23971.452175,6215.406999999999,14290.705000000002,484.0,6352.5,0.0,0.0,0.0,0.0,0.0,7260.0,0.0,0.0,0.0,54122.01933921251,39752.76239752654,4772.447367361283,0.0,0.0,9596.809574324692,,183880.99393986666,15239.8233372,4555.65,88218.8636175,3262.1600000000003,21677.149999999998,20808.769299999993,0.0,1331.0,0.0,1891.3346851666665,0.0,254.1,0.0,0.0,0.0,2117.5,0.0,0.0,0.0,3085.7419999999997,0.0,21.901,0.0,21417.0,0.0,0.0,0.0,0.0,0.0,0.0,42696.58282817939,42696.58282817939,0.0,0.0,1011997.84676856,-206723.36831314198,162398.06000244897,162398.06000244897,17703.8125,0.0,17703.8125,0.0,0.0,0.0,-386825.24081559095,29185.018791899038,8290.948126182782,20712.570665716255,0.0,181.5,-416010.25960749,28806.81993205973,22224.74236675,5226.877565309728,1355.2,69702.17047441391,2117.5,67584.67047441391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-514519.2500139636,0.0,-514519.2500139636,-51451.92500139635,-463067.3250125673
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,NANDOS,Food & Beverages,THE WAREHOUSE MALL,4101416351.0,NAN THE WAREHOUSE MALL -KUWAIT,934460.3983713969,84.31397139713974,934376.0843999998,2714.6007406649996,286717.90170117246,56062.565063999995,56062.565063999995,0.0,588881.0168941624,514554.56728500023,548399.2250000002,29736.430624999994,0.0,-104195.85275000003,40614.764409999996,311061.6274295662,221030.7605,0.0,10336.545171232876,20830.181258333334,4654.3859999999995,11950.5045,90.75,14338.5,0.0,0.0,0.0,0.0,0.0,27830.0,0.0,8857.818370499997,8857.818370499997,54973.432440574325,44785.22572066518,3285.831875216193,0.0,0.0,6902.374844692951,,122223.57719757778,11212.5130128,4555.65,30367.097145,4472.392925,17110.744444444445,15154.499800000001,0.0,242.0,0.0,3782.669370333333,0.0,709.06,0.0,0.0,0.0,2117.5,0.0,0.0,0.0,712.3874999999999,0.0,544.8629999999999,145.2,30250.0,0.0,847.0,0.0,0.0,0.0,0.0,28594.159283596277,28594.159283596277,0.0,0.0,1040265.1820068147,-451384.16511265235,231911.92371874623,231911.92371874623,17703.8125,0.0,17703.8125,0.0,0.0,0.0,-700999.9013313986,20560.543778208776,5630.581206186356,14748.462572022421,0.0,181.5,-721560.4451096074,21427.71755061215,16351.581477000002,3720.9360736121484,1355.2,51322.80817991938,2117.5,49205.30817991938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-794310.970840139,0.0,-794310.970840139,-79431.09708401389,-714879.8737561251
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,NANDOS,Food & Beverages,TALABLAT CLOUD KITCHEN,4101527340.0,NAN Talabat Cloud Jahra,43197.84824102564,49.17564102564098,43148.6726,84.41559313000002,17652.23282992048,2588.920356,2588.920356,0.0,22823.103820949524,43100.2,39325.0,0.0,0.0,0.0,3775.2,27398.689753881277,21916.512199999997,0.0,1671.8835205479452,2026.741933333333,608.63,1174.9221000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320.212142512365,1760.2117172914875,183.55651999529834,0.0,0.0,376.4439052255791,,18274.38000458889,517.7840712000001,1694.0,7551.017705,968.0,3630.0,1064.8,0.0,0.0,0.0,1033.778228388889,0.0,0.0,0.0,0.0,0.0,1815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.0611103153085,1586.0611103153085,0.0,0.0,92679.54301129784,-69856.43919034832,7834.788128210104,7834.788128210104,10622.2875,0.0,10622.2875,0.0,15959.9,15959.9,-104273.41481855842,1231.1948806581158,356.1973060517152,766.0975746064005,0.0,108.89999999999999,-105504.60969921654,1688.36460131016,755.1017705,183.06283081015997,750.1999999999999,3664.3385115704878,1270.5,2393.8385115704878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110857.31281209718,0.0,-110857.31281209718,-11085.731281209719,-99771.58153088746
,Miraqe Gulf W.L.L.,KUWAIT,KUWAIT,COLDSTONE CREMERY,Food & Beverages,THE WAREHOUSE MALL,4101416315.0,CSC WAREHOUSE MALL,642165.4957627051,53.70676270508204,642111.789,1830.270239325,194986.5593409228,19263.353669999997,19263.353669999997,0.0,426031.6057497522,217956.84013949995,232069.22144999995,11683.118699999999,0.0,-44093.15207549999,18297.652064999995,116490.47304520548,88051.8815,0.0,3821.4077452054794,7829.6921999999995,2025.4189999999999,4458.0514,701.8,2843.5,0.0,0.0,0.0,0.0,0.0,3630.0,3128.7212,10306.708307499997,10306.708307499997,14735.392813137516,8801.335796362437,1236.62,0.0,0.0,4697.43701677508,,59808.39351815459,7705.3414680000005,5194.003913043478,26068.002537499997,3603.95717,4431.154444444444,6544.986799999999,0.0,0.0,0.0,1891.3346851666665,0.0,0.0,0.0,0.0,0.0,2649.9,0.0,0.0,0.0,1231.1145,0.0,488.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34038.61683613517,34038.61683613517,0.0,0.0,453336.4246596327,-27304.81890988053,109585.48346517976,109585.48346517976,0.0,0.0,0.0,0.0,0.0,0.0,-136890.30237506027,14866.11041288745,5392.619457445103,9291.990955442347,0.0,181.5,-151756.41278794772,14662.619016847211,11236.9563075,2844.862709347212,580.8,32473.258871251543,2117.5,30355.758871251543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-198892.29067604648,0.0,-198892.29067604648,-19889.229067604632,-179003.06160844184
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,JAMIES,Food & Beverages,THE WAREHOUSE MALL,4101416318.0,JI THE WAREHOUSE MALL -KUWAIT,963643.7042109243,70.01731092436975,963573.6869,2704.02261877,275261.8897468,28907.210606999997,28907.210606999997,0.0,656700.5639274298,396719.09783000004,421654.75000000006,22667.98875,0.0,-80114.40250000001,32510.761580000002,366991.97770194063,286988.7317,0.0,11859.38056027397,32560.13704166666,6130.101999999999,14159.831400000001,1741.7949999999998,3872.0,0.0,0.0,0.0,0.0,0.0,9680.0,0.0,0.0,0.0,35020.573444871785,26840.462000000003,974.05,0.0,0.0,7206.061444871784,,95755.1420799111,11562.8842428,4555.65,6245.013582500001,4472.392925,19822.95944444444,18671.909299999996,0.0,0.0,0.0,3403.834685166667,0.0,0.0,0.0,0.0,0.0,2117.5,0.0,0.0,0.0,5490.3629,0.0,551.76,710.875,18150.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.5596941989074,2997.5596941989074,0.0,0.0,897484.3507509225,-240783.7868234926,288974.24792500003,288974.24792500003,0.0,0.0,0.0,0.0,0.0,0.0,-529758.0347484926,21605.512147055862,8517.345480389195,12906.666666666668,0.0,181.5,-551363.5468955485,22076.340502852872,16862.53952075,3858.6009821028706,1355.2,57101.326573553895,2117.5,54983.826573553895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-630541.2139719552,0.0,-630541.2139719552,-63054.121397195544,-567487.0925747597
,Miraqe Gulf W.L.L.,KUWAIT,KUWAIT,COLDSTONE CREMERY,Food & Beverages,AL KHIRAN MALL,4101376299.0,CSC AL KHIRAN MALL,520043.6662075988,40.757507598784194,520002.9087,1500.68303715,167528.6315990144,15600.087260999997,15600.087260999997,0.0,335373.5068028356,119280.90185330002,164339.21735000005,4110.1718625,-39437.49478900002,-14790.529561500003,5059.536991300001,85993.83460136985,62836.55839999999,0.0,2873.4896013698626,5268.533599999999,1294.942,2998.4525999999996,0.0,1452.0,0.0,0.0,0.0,0.0,0.0,2420.0,6849.8584,8267.195227499999,8267.195227499999,6518.049762627469,2211.2372036375637,377.399,0.0,134.31,3795.1035589899057,,37154.463948524986,6240.034904399999,3409.134036458333,3960.3327225,1223.5278,9020.55,4279.6248,0.0,1331.0,0.0,3101.3346851666674,0.0,0.0,0.0,0.0,0.0,2649.9,0.0,0.0,0.0,734.954,0.0,545.831,658.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29815.85675155866,29815.85675155866,0.0,0.0,287030.302144881,48343.20465795463,44924.30924669409,44924.30924669409,0.0,0.0,0.0,0.0,0.0,0.0,3418.8954112605425,11202.993031208453,3702.7328015805247,7318.760229627927,0.0,181.5,-7784.09761994791,12274.108085044474,9100.050902250001,2593.257182794475,580.8,26398.575909804385,2117.5,24281.075909804385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46456.78161479677,0.0,-46456.78161479677,-4645.678161479685,-41811.10345331708
,Miraqe Gulf W.L.L.,KUWAIT,KUWAIT,COLDSTONE CREMERY,Food & Beverages,AL TILAL COMMERCIAL COMPLEX,4101477012.0,CSC AL TILAL COMMERCIAL COMPLEX,32180.797000000002,0.0,32180.797000000002,64.36159400000001,8983.9774440152,965.4239100000001,965.4239100000001,0.0,22167.0340519848,59096.4,53240.0,0.0,0.0,0.0,5856.4,14036.121,10970.7675,0.0,230.7228,1149.5,416.966,663.1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,1541.255104693665,1258.3999999999999,0.0,0.0,0.0,282.8551046936651,,9970.918364,386.16956400000004,847.0,3132.5447999999997,1304.864,762.3,1481.04,0.0,605.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2218.2719693857443,2218.2719693857443,0.0,0.0,86862.96643807941,-64695.93238609462,12908.70787054758,12908.70787054758,17852.45901639344,17852.45901639344,0.0,0.0,159599.0,159599.0,-255056.09927303562,945.863481249236,185.04799965284462,651.9154815963914,0.0,108.89999999999999,-256001.96275428485,1090.7740647212445,563.1639475000001,188.81011722124447,338.8,2771.0722116060497,847.0,1924.0722116060494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-259863.80903061214,0.0,-259863.80903061214,-25986.380903061217,-233877.42812755093
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,WINGSTOP,Food & Beverages,ARGAN AL BIDAA,4101316940.0,WSP ARGAN AL BIDAA,4701246.70759508,109.81659508004681,4701136.891,11776.79837015,1145537.291036037,235056.84454999998,235056.84454999998,0.0,3308765.957043813,629260.5,665500.0,6050.0,-116160.0,0.0,73870.5,685668.5234365296,518200.3475,0.0,23867.122369863002,46818.285983333335,13059.287999999999,27348.79308333333,0.0,19420.5,0.0,435.59999999999997,0.0,0.0,0.0,36300.0,218.5865,10886.333700000001,10886.333700000001,84066.37756527204,67980.94006527204,16085.4375,0.0,0.0,0.0,,724249.2167771668,56413.64269199999,5142.5,545996.6974,3262.1600000000003,19438.649999999998,45771.27499999999,0.0,532.4,0.0,3403.834685166667,84.7,293.425,0.0,0.0,0.0,2117.5,0.0,0.0,0.0,4068.9879999999994,0.0,5330.534,4320.91,24442.0,0.0,3630.0,0.0,0.0,0.0,0.0,121745.14445419506,121745.14445419506,0.0,0.0,2255876.0959331635,1052889.8611106495,309708.6438974919,309708.6438974919,21449.999999999996,0.0,21449.999999999996,0.0,0.0,0.0,721731.2172131576,181467.55656094098,77055.69631958299,104411.86024135801,0.0,0.0,540263.6606522165,100586.08203017768,82269.8955925,16960.986437677686,1355.2,81079.29475508533,2117.5,78961.79475508533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358598.2838669535,0.0,358598.2838669535,35859.828386695386,322738.4554802581
,Sprinklez Co. for Restaurants Management W.L.L,KUWAIT,KUWAIT,WINGSTOP,Food & Beverages,AL QURAIN,4101077283.0,WSP AL-QURAIN,204104.61500000002,0.0,204104.61500000002,1020.5230750000002,60882.413844999995,10205.23075,10205.23075,0.0,131996.44733000002,0.0,0.0,0.0,0.0,0.0,0.0,20771.1988,16617.353499999997,0.0,0.0,1915.8292999999999,493.80099999999993,1088.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.82,0.0,0.0,771.0423968269436,718.1048968269436,52.9375,0.0,0.0,0.0,,46014.54873338889,2449.25538,1028.5,30247.958125,652.432,84.7,4790.995000000001,0.0,1573.0,0.0,731.2782283888889,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,41.14,180.29000000000008,3630.0,0.0,0.0,0.0,0.0,0.0,0.0,5214.510990037249,5214.510990037249,0.0,0.0,72771.30092025308,59225.14640974694,16106.713333333335,16106.713333333335,4289.999999999999,0.0,4289.999999999999,0.0,0.0,0.0,38828.43307641361,5300.827234081455,1192.96801385766,4107.859220223795,0.0,0.0,33527.60584233215,4463.869286278552,3571.8307625000007,589.5385237785517,302.5,4385.618500236353,423.5,3962.1185002363522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24678.118055817245,0.0,24678.118055817245,2467.8118055817254,22210.30625023552
